p1_category	p1	p2_category	p2	rg	se	z	p	q
Echocardiographic	IVS	Tumor	PrCa	0.0032	0.1711	0.0184	0.98531	0.995429715
Echocardiographic	IVS	Tumor	BrCa	0.4217	0.2664	1.583	0.11342	0.436568605
Echocardiographic	IVS	Tumor	EnCa	0.4187	0.3746	1.1178	0.26364	0.648821181
Echocardiographic	IVS	Tumor	UF	0.0232	0.2338	0.0991	0.92108	0.977889003
Echocardiographic	IVS	Other	Glaucoma	-0.0036	0.199	-0.0183	0.98541	0.995429715
Echocardiographic	IVS	Other	COPD	-0.221	0.2401	-0.9204	0.35739	0.717217807
Echocardiographic	IVS	Other	Epilepsy	0.1869	0.3608	0.5179	0.60451	0.863019016
Echocardiographic	IVS	Other	Pollinosis	0.0704	0.2609	0.2698	0.78729	0.927505307
Echocardiographic	IVS	Other	Urolithiasis	0.0087	0.2077	0.0419	0.9666	0.992813323
Echocardiographic	PW	Echocardiographic	LVDd	0.1638	0.1546	1.0593	0.28946	0.667125153
Echocardiographic	PW	Echocardiographic	LVDs	-0.1775	0.1462	-1.2137	0.22487	0.602731636
Echocardiographic	PW	Echocardiographic	LVM	0.6875	0.0786	8.7471	2.19E-18	2.38E-16
Echocardiographic	PW	Echocardiographic	LVMI	0.6984	0.0973	7.18	6.97E-13	5.35E-11
Echocardiographic	PW	Echocardiographic	RWT	0.6998	0.0824	8.4935	2.00E-17	2.08E-15
Echocardiographic	PW	Echocardiographic	FS	0.546	0.1966	2.7773	0.0054816	0.069244986
Echocardiographic	PW	Echocardiographic	EF	0.5383	0.1813	2.9688	0.0029898	0.045359073
Echocardiographic	PW	Metabolic disease	T2D	0.2126	0.0903	2.3556	0.018492	0.161279893
Echocardiographic	PW	Cardiovascular disease	IS	0.4882	0.1502	3.2508	0.0011506	0.022275129
Echocardiographic	PW	Cardiovascular disease	CeAn	0.5111	0.1507	3.3917	0.00069454	0.014944058
Echocardiographic	PW	Cardiovascular disease	MI	0.2622	0.1281	2.0466	0.040695	0.261248557
Echocardiographic	PW	Cardiovascular disease	PAD	0.375	0.1471	2.55	0.010773	0.111070126
Echocardiographic	PW	Cardiovascular disease	AF	0.457	0.1345	3.3973	0.00068063	0.014812865
Echocardiographic	PW	Allergic disease	Asthma	0.2493	0.1415	1.7615	0.078161	0.368325483
Echocardiographic	PW	Allergic disease	AD	-0.3977	0.1856	-2.1424	0.032164	0.229843474
Echocardiographic	PW	Autoimmune disease	GD	-0.1222	0.1302	-0.9385	0.34798	0.712278706
Echocardiographic	PW	Autoimmune disease	RA	-0.0207	0.1215	-0.1702	0.86489	0.959381315
Echocardiographic	PW	Infectious disease	CHB	0.0923	0.2591	0.3563	0.72158	0.905230282
Echocardiographic	PW	Infectious disease	CHC	-0.1337	0.1731	-0.7725	0.43983	0.76994827
Echocardiographic	PW	Hematologic disease	Anemia	0.1389	0.269	0.5164	0.60561	0.863701894
Echocardiographic	PW	Psychiatric disease	BD	-0.1328	0.1589	-0.8353	0.40357	0.74935046
Echocardiographic	PW	Psychiatric disease	SCZ	-0.2706	0.1361	-1.9881	0.046804	0.281542955
Echocardiographic	PW	Musculoskeletal disease	AIS	-0.0448	0.1153	-0.3886	0.69754	0.899725507
Echocardiographic	PW	Musculoskeletal	Osteoporosis	0.6404	0.3587	1.7851	0.07425	0.356956613
Echocardiographic	PW	Tumor	LuCa	0.2161	0.2972	0.7271	0.46718	0.784738966
Echocardiographic	PW	Tumor	GaCa	0.0106	0.1623	0.0655	0.94777	0.987073369
Echocardiographic	PW	Tumor	EsCa	-0.0108	0.1642	-0.0657	0.94765	0.987073369
Echocardiographic	PW	Tumor	CoCa	0.2232	0.1624	1.3741	0.1694	0.526066931
Echocardiographic	PW	Tumor	PrCa	-0.0988	0.1307	-0.7557	0.44984	0.77471161
Echocardiographic	PW	Tumor	BrCa	0.1894	0.1932	0.9807	0.32674	0.700335982
Echocardiographic	PW	Tumor	EnCa	0.2776	0.2639	1.0518	0.29287	0.6696042
Echocardiographic	PW	Tumor	UF	0.0699	0.1763	0.3965	0.69175	0.89688196
Echocardiographic	PW	Other	Glaucoma	0.0567	0.1692	0.3354	0.73732	0.910260126
Echocardiographic	PW	Other	COPD	-0.1044	0.1749	-0.5968	0.55066	0.833868739
Echocardiographic	PW	Other	Epilepsy	0.1846	0.28	0.6593	0.50967	0.809682645
Echocardiographic	PW	Other	Pollinosis	0.0764	0.2062	0.3704	0.71111	0.903018476
Echocardiographic	PW	Other	Urolithiasis	0.1105	0.1589	0.6954	0.4868	0.795621369
Echocardiographic	LVDd	Echocardiographic	LVDs	0.9888	0.0274	36.1045	1.93E-285	5.82E-283
Echocardiographic	LVDd	Echocardiographic	LVM	0.82951	0.0666	12.4464	1.46E-35	2.20E-33
Echocardiographic	LVDd	Echocardiographic	LVMI	0.76863	0.0905	8.493	2.01E-17	2.08E-15
Echocardiographic	LVDd	Echocardiographic	RWT	-0.58452	0.0965	-6.0574	1.38E-09	8.88E-08
Echocardiographic	LVDd	Echocardiographic	FS	-0.84971	0.146	-5.8184	5.94E-09	3.47E-07
Echocardiographic	LVDd	Echocardiographic	EF	-0.78143	0.1226	-6.3762	1.82E-10	1.23E-08
Echocardiographic	LVDd	Metabolic disease	T2D	0.15596	0.0756	2.0626	0.039151	0.255525527
Echocardiographic	LVDd	Cardiovascular disease	IS	0.052265	0.1105	0.4732	0.63608	0.870940308
Echocardiographic	LVDd	Cardiovascular disease	CeAn	-0.0053895	0.1221	-0.0442	0.96478	0.992663815
Echocardiographic	LVDd	Cardiovascular disease	MI	0.088437	0.0922	0.9594	0.33738	0.707579968
Echocardiographic	LVDd	Cardiovascular disease	PAD	-0.10737	0.1224	-0.8774	0.38029	0.736142185
Echocardiographic	LVDd	Cardiovascular disease	AF	0.099516	0.1105	0.9005	0.36786	0.729295786
Echocardiographic	LVDd	Allergic disease	Asthma	-0.0027682	0.1079	-0.0257	0.97953	0.995325945
Echocardiographic	LVDd	Allergic disease	AD	-0.0015379	0.1509	-0.0102	0.99187	0.996325212
Echocardiographic	LVDd	Autoimmune disease	GD	-0.052573	0.1102	-0.4769	0.63346	0.870396267
Echocardiographic	LVDd	Autoimmune disease	RA	-0.16942	0.1076	-1.5741	0.11546	0.440130973
Echocardiographic	LVDd	Infectious disease	CHB	0.073613	0.2249	0.3273	0.74343	0.911045882
Echocardiographic	LVDd	Infectious disease	CHC	0.10186	0.1508	0.6752	0.49952	0.803005057
Echocardiographic	LVDd	Hematologic disease	Anemia	-0.25196	0.215	-1.1717	0.2413	0.624725989
Echocardiographic	LVDd	Psychiatric disease	BD	0.2219	0.1325	1.6746	0.094015	0.40350515
Echocardiographic	LVDd	Psychiatric disease	SCZ	0.061255	0.1077	0.5688	0.56948	0.842901254
Echocardiographic	LVDd	Musculoskeletal disease	AIS	-0.066662	0.0997	-0.6683	0.50392	0.805832882
Echocardiographic	LVDd	Musculoskeletal	Osteoporosis	0.018547	0.2422	0.0766	0.93895	0.983661905
Echocardiographic	LVDd	Tumor	LuCa	-0.030477	0.2253	-0.1352	0.89242	0.968086735
Echocardiographic	LVDd	Tumor	GaCa	-0.11401	0.1315	-0.8672	0.38584	0.737522889
Echocardiographic	LVDd	Tumor	EsCa	0.088646	0.1312	0.6759	0.49911	0.803005057
Echocardiographic	LVDd	Tumor	CoCa	0.053284	0.1422	0.3748	0.70782	0.90257998
Echocardiographic	LVDd	Tumor	PrCa	0.036588	0.1027	0.3563	0.72162	0.905230282
Echocardiographic	LVDd	Tumor	BrCa	-0.1844	0.151	-1.2213	0.22196	0.59951967
Echocardiographic	LVDd	Tumor	EnCa	0.33998	0.2321	1.4647	0.14302	0.486168681
Echocardiographic	LVDd	Tumor	UF	-0.098429	0.1349	-0.7297	0.46557	0.783822923
Echocardiographic	LVDd	Other	Glaucoma	0.016832	0.1344	0.1253	0.90032	0.971191727
Echocardiographic	LVDd	Other	COPD	0.023418	0.1409	0.1662	0.868	0.959381315
Echocardiographic	LVDd	Other	Epilepsy	0.44475	0.2601	1.7101	0.087255	0.392747793
Echocardiographic	LVDd	Other	Pollinosis	-7.87E-05	0.1743	-5.00E-04	0.99964	0.999895336
Echocardiographic	LVDd	Other	Urolithiasis	0.071596	0.1392	0.5142	0.60711	0.864337471
Echocardiographic	LVDs	Echocardiographic	LVM	0.5731	0.085	6.7449	1.53E-11	1.13E-09
Echocardiographic	LVDs	Echocardiographic	LVMI	0.4763	0.1064	4.4754	7.63E-06	0.000295674
Echocardiographic	LVDs	Echocardiographic	RWT	-0.8647	0.0938	-9.22	2.97E-20	3.42E-18
Echocardiographic	LVDs	Echocardiographic	FS	-0.9282	0.0543	-17.0805	2.07E-65	4.77E-63
Echocardiographic	LVDs	Echocardiographic	EF	-0.8955	0.0576	-15.5373	1.94E-54	3.62E-52
Echocardiographic	LVDs	Metabolic disease	T2D	0.1804	0.0747	2.4148	0.015742	0.144253026
Echocardiographic	LVDs	Cardiovascular disease	IS	0.0629	0.1045	0.6018	0.5473	0.832134798
Echocardiographic	LVDs	Cardiovascular disease	CeAn	0.0887	0.1162	0.7633	0.4453	0.7707927
Echocardiographic	LVDs	Cardiovascular disease	MI	0.1091	0.087	1.2542	0.20977	0.583422813
Echocardiographic	LVDs	Cardiovascular disease	PAD	-0.0181	0.1156	-0.1566	0.87559	0.961994874
Echocardiographic	LVDs	Cardiovascular disease	AF	-0.0417	0.1032	-0.4041	0.68612	0.896110465
Echocardiographic	LVDs	Allergic disease	Asthma	0.0725	0.1044	0.6943	0.48749	0.796416704
Echocardiographic	LVDs	Allergic disease	AD	-0.1115	0.145	-0.7686	0.44214	0.769949591
Echocardiographic	LVDs	Autoimmune disease	GD	-0.0225	0.1097	-0.2055	0.83717	0.947776155
Echocardiographic	LVDs	Autoimmune disease	RA	-0.0953	0.1031	-0.9248	0.35508	0.714906571
Echocardiographic	LVDs	Infectious disease	CHB	0.1547	0.2099	0.7368	0.46123	0.781218287
Echocardiographic	LVDs	Infectious disease	CHC	0.1614	0.1512	1.0669	0.28603	0.666325687
Echocardiographic	LVDs	Hematologic disease	Anemia	-0.0963	0.2196	-0.4385	0.66101	0.884357759
Echocardiographic	LVDs	Psychiatric disease	BD	-0.0393	0.1277	-0.3076	0.75837	0.917730816
Echocardiographic	LVDs	Psychiatric disease	SCZ	-0.1762	0.1063	-1.657	0.09751	0.407673134
Echocardiographic	LVDs	Musculoskeletal disease	AIS	0.0297	0.0992	0.2996	0.76451	0.919983548
Echocardiographic	LVDs	Musculoskeletal	Osteoporosis	0.2139	0.2431	0.8799	0.3789	0.734540792
Echocardiographic	LVDs	Tumor	LuCa	0.0857	0.2144	0.3998	0.68927	0.896831607
Echocardiographic	LVDs	Tumor	GaCa	-0.0072	0.1258	-0.0573	0.9543	0.98966028
Echocardiographic	LVDs	Tumor	EsCa	0.1664	0.1369	1.2152	0.22428	0.601561973
Echocardiographic	LVDs	Tumor	CoCa	-0.0323	0.1364	-0.2371	0.81261	0.93811489
Echocardiographic	LVDs	Tumor	PrCa	0.0718	0.1053	0.6823	0.49505	0.799872079
Echocardiographic	LVDs	Tumor	BrCa	-0.1208	0.142	-0.8508	0.39491	0.744134135
Echocardiographic	LVDs	Tumor	EnCa	0.2217	0.2403	0.9227	0.35615	0.715956571
Echocardiographic	LVDs	Tumor	UF	0.0116	0.1356	0.0856	0.93182	0.981153958
Echocardiographic	LVDs	Other	Glaucoma	0.0834	0.1363	0.6118	0.54064	0.827333427
Echocardiographic	LVDs	Other	COPD	0.1197	0.1449	0.8261	0.40877	0.753700942
Echocardiographic	LVDs	Other	Epilepsy	0.4926	0.2569	1.9173	0.055196	0.306908862
Echocardiographic	LVDs	Other	Pollinosis	-0.0094	0.1691	-0.0553	0.95587	0.98966028
Echocardiographic	LVDs	Other	Urolithiasis	0.0963	0.139	0.6928	0.48846	0.796671953
Echocardiographic	LVM	Echocardiographic	LVMI	0.9475	0.0208	45.6188	0	0
Echocardiographic	LVM	Echocardiographic	RWT	-0.0495	0.1474	-0.3361	0.73678	0.910167344
Echocardiographic	LVM	Echocardiographic	FS	-0.1708	0.16	-1.0679	0.28554	0.665976557
Echocardiographic	LVM	Echocardiographic	EF	-0.1653	0.1439	-1.1481	0.25091	0.634730982
Echocardiographic	LVM	Metabolic disease	T2D	0.2582	0.076	3.3957	0.00068445	0.014812865
Echocardiographic	LVM	Cardiovascular disease	IS	0.3626	0.1136	3.1925	0.0014106	0.025692603
Echocardiographic	LVM	Cardiovascular disease	CeAn	0.2438	0.1257	1.9398	0.052403	0.299225784
Echocardiographic	LVM	Cardiovascular disease	MI	0.2679	0.1029	2.6035	0.0092279	0.101989186
Echocardiographic	LVM	Cardiovascular disease	PAD	0.143	0.1172	1.2199	0.2225	0.59951967
Echocardiographic	LVM	Cardiovascular disease	AF	0.3361	0.1073	3.1322	0.001735	0.03030984
Echocardiographic	LVM	Allergic disease	Asthma	0.0791	0.1112	0.7112	0.47694	0.791795288
Echocardiographic	LVM	Allergic disease	AD	-0.2784	0.1612	-1.7272	0.084133	0.383863512
Echocardiographic	LVM	Autoimmune disease	GD	-0.0945	0.1155	-0.8182	0.41322	0.756153981
Echocardiographic	LVM	Autoimmune disease	RA	-0.1018	0.1011	-1.0068	0.31402	0.685802051
Echocardiographic	LVM	Infectious disease	CHB	0.0796	0.2172	0.3664	0.71403	0.903018476
Echocardiographic	LVM	Infectious disease	CHC	-0.0243	0.1455	-0.167	0.8674	0.959381315
Echocardiographic	LVM	Hematologic disease	Anemia	0.0964	0.2022	0.4769	0.63344	0.870396267
Echocardiographic	LVM	Psychiatric disease	BD	0.1038	0.1228	0.8454	0.39789	0.745551177
Echocardiographic	LVM	Psychiatric disease	SCZ	-0.1728	0.1003	-1.723	0.084883	0.384724338
Echocardiographic	LVM	Musculoskeletal disease	AIS	-0.0551	0.0967	-0.57	0.56866	0.842554885
Echocardiographic	LVM	Musculoskeletal	Osteoporosis	0.6034	0.3306	1.825	0.067999	0.33995775
Echocardiographic	LVM	Tumor	LuCa	0.2623	0.2353	1.1146	0.265	0.648993121
Echocardiographic	LVM	Tumor	GaCa	0.0218	0.1311	0.1663	0.86793	0.959381315
Echocardiographic	LVM	Tumor	EsCa	0.1599	0.1504	1.0637	0.28748	0.666551717
Echocardiographic	LVM	Tumor	CoCa	0.234	0.1411	1.6583	0.097258	0.407673134
Echocardiographic	LVM	Tumor	PrCa	0.0208	0.1146	0.1816	0.85588	0.957778095
Echocardiographic	LVM	Tumor	BrCa	0.0869	0.1528	0.5686	0.56965	0.842901254
Echocardiographic	LVM	Tumor	EnCa	0.4984	0.2309	2.1589	0.030858	0.226716563
Echocardiographic	LVM	Tumor	UF	-0.0473	0.1329	-0.3556	0.72215	0.905230282
Echocardiographic	LVM	Other	Glaucoma	0.0576	0.1252	0.4599	0.64557	0.876378004
Echocardiographic	LVM	Other	COPD	-0.0887	0.1516	-0.585	0.55853	0.836306167
Echocardiographic	LVM	Other	Epilepsy	0.3445	0.2417	1.4254	0.15405	0.502727088
Echocardiographic	LVM	Other	Pollinosis	0.0038	0.1614	0.0233	0.98143	0.995325945
Echocardiographic	LVM	Other	Urolithiasis	0.017	0.1407	0.1207	0.90394	0.972109646
Echocardiographic	LVMI	Echocardiographic	RWT	0.0175	0.1726	0.1015	0.91912	0.977889003
Echocardiographic	LVMI	Echocardiographic	FS	-0.0328	0.1808	-0.1816	0.85593	0.957778095
Echocardiographic	LVMI	Echocardiographic	EF	-0.0406	0.1667	-0.2438	0.80738	0.93811489
Echocardiographic	LVMI	Metabolic disease	T2D	0.319	0.0901	3.54	0.00040019	0.009557667
Echocardiographic	LVMI	Cardiovascular disease	IS	0.4176	0.1301	3.2086	0.001334	0.024641245
Echocardiographic	LVMI	Cardiovascular disease	CeAn	0.2577	0.1411	1.8264	0.067795	0.339495166
Echocardiographic	LVMI	Cardiovascular disease	MI	0.321	0.1191	2.6944	0.0070506	0.082793098
Echocardiographic	LVMI	Cardiovascular disease	PAD	0.067	0.1328	0.5049	0.6136	0.865412027
Echocardiographic	LVMI	Cardiovascular disease	AF	0.3259	0.1295	2.5174	0.011823	0.118411427
Echocardiographic	LVMI	Allergic disease	Asthma	0.1375	0.1276	1.0774	0.28131	0.662821877
Echocardiographic	LVMI	Allergic disease	AD	-0.3074	0.1915	-1.6054	0.1084	0.428665671
Echocardiographic	LVMI	Autoimmune disease	GD	-0.1154	0.1349	-0.8553	0.39239	0.741960039
Echocardiographic	LVMI	Autoimmune disease	RA	-0.1363	0.1167	-1.1673	0.24307	0.62581336
Echocardiographic	LVMI	Infectious disease	CHB	0.1258	0.2543	0.4947	0.62084	0.866757962
Echocardiographic	LVMI	Infectious disease	CHC	-0.0801	0.1713	-0.4675	0.64011	0.873632184
Echocardiographic	LVMI	Hematologic disease	Anemia	0.129	0.2234	0.5775	0.56363	0.839127979
Echocardiographic	LVMI	Psychiatric disease	BD	0.1022	0.1438	0.7109	0.47716	0.791795288
Echocardiographic	LVMI	Psychiatric disease	SCZ	-0.1665	0.1172	-1.4203	0.15552	0.504152583
Echocardiographic	LVMI	Musculoskeletal disease	AIS	-0.0492	0.1088	-0.4526	0.65086	0.880153453
Echocardiographic	LVMI	Musculoskeletal	Osteoporosis	0.6474	0.3725	1.7379	0.082224	0.379667718
Echocardiographic	LVMI	Tumor	LuCa	0.2454	0.2599	0.9443	0.34499	0.711416977
Echocardiographic	LVMI	Tumor	GaCa	0.0086	0.1552	0.0552	0.95597	0.98966028
Echocardiographic	LVMI	Tumor	EsCa	0.1298	0.1682	0.7715	0.44043	0.769949591
Echocardiographic	LVMI	Tumor	CoCa	0.1977	0.1586	1.2465	0.21258	0.587317151
Echocardiographic	LVMI	Tumor	PrCa	-0.0012	0.1315	-0.0089	0.99287	0.996687752
Echocardiographic	LVMI	Tumor	BrCa	0.0412	0.18	0.229	0.81885	0.939897386
Echocardiographic	LVMI	Tumor	EnCa	0.443	0.2599	1.7048	0.08823	0.393910351
Echocardiographic	LVMI	Tumor	UF	0.0168	0.1417	0.1185	0.90569	0.972877894
Echocardiographic	LVMI	Other	Glaucoma	0.1536	0.1437	1.0691	0.28503	0.665579893
Echocardiographic	LVMI	Other	COPD	-0.0834	0.1693	-0.4926	0.62227	0.866757962
Echocardiographic	LVMI	Other	Epilepsy	0.2603	0.274	0.9501	0.34207	0.710021175
Echocardiographic	LVMI	Other	Pollinosis	0.0984	0.19	0.5179	0.60449	0.863019016
Echocardiographic	LVMI	Other	Urolithiasis	0.1359	0.1552	0.8755	0.38133	0.736547014
Echocardiographic	RWT	Echocardiographic	FS	1.0708	0.2053	5.2154	1.83E-07	8.87E-06
Echocardiographic	RWT	Echocardiographic	EF	1.0016	0.182	5.502	3.76E-08	1.99E-06
Echocardiographic	RWT	Metabolic disease	T2D	0.0497	0.093	0.5346	0.59295	0.858753891
Echocardiographic	RWT	Cardiovascular disease	IS	0.3666	0.1537	2.3854	0.017059	0.152867378
Echocardiographic	RWT	Cardiovascular disease	CeAn	0.4839	0.1627	2.974	0.0029394	0.045213675
Echocardiographic	RWT	Cardiovascular disease	MI	0.1629	0.1154	1.4115	0.15808	0.509917992
Echocardiographic	RWT	Cardiovascular disease	PAD	0.4022	0.1653	2.4327	0.014986	0.13881896
Echocardiographic	RWT	Cardiovascular disease	AF	0.3027	0.1416	2.1381	0.032509	0.23146408
Echocardiographic	RWT	Allergic disease	Asthma	0.2492	0.1507	1.6531	0.098321	0.409601102
Echocardiographic	RWT	Allergic disease	AD	-0.3381	0.186	-1.8178	0.069098	0.341230265
Echocardiographic	RWT	Autoimmune disease	GD	-0.1186	0.1419	-0.8359	0.40323	0.749074326
Echocardiographic	RWT	Autoimmune disease	RA	0.0954	0.1365	0.6991	0.48447	0.79479871
Echocardiographic	RWT	Infectious disease	CHB	0.032	0.2753	0.1162	0.90751	0.973402651
Echocardiographic	RWT	Infectious disease	CHC	-0.1901	0.1944	-0.9777	0.32822	0.701335529
Echocardiographic	RWT	Hematologic disease	Anemia	0.2888	0.2806	1.0291	0.30345	0.67998239
Echocardiographic	RWT	Psychiatric disease	BD	-0.309	0.1778	-1.7377	0.08227	0.379667718
Echocardiographic	RWT	Psychiatric disease	SCZ	-0.2625	0.1487	-1.766	0.077394	0.366475096
Echocardiographic	RWT	Musculoskeletal disease	AIS	0.0042	0.1213	0.0346	0.97243	0.993040417
Echocardiographic	RWT	Musculoskeletal	Osteoporosis	0.3568	0.3152	1.1321	0.25758	0.642473427
Echocardiographic	RWT	Tumor	LuCa	0.1662	0.3173	0.5237	0.60047	0.862465686
Echocardiographic	RWT	Tumor	GaCa	0.0668	0.1737	0.3847	0.70044	0.9012973
Echocardiographic	RWT	Tumor	EsCa	-0.1193	0.1576	-0.7573	0.4489	0.77471161
Echocardiographic	RWT	Tumor	CoCa	0.1009	0.1675	0.6026	0.54678	0.831853333
Echocardiographic	RWT	Tumor	PrCa	-0.0939	0.1296	-0.7246	0.46869	0.784738966
Echocardiographic	RWT	Tumor	BrCa	0.2615	0.2085	1.2545	0.20967	0.583422813
Echocardiographic	RWT	Tumor	EnCa	-0.0545	0.2849	-0.1913	0.84828	0.954307038
Echocardiographic	RWT	Tumor	UF	0.0676	0.1898	0.3561	0.72179	0.905230282
Echocardiographic	RWT	Other	Glaucoma	0.0392	0.1834	0.2139	0.8306	0.945257076
Echocardiographic	RWT	Other	COPD	-0.0347	0.1841	-0.1884	0.85059	0.955113746
Echocardiographic	RWT	Other	Epilepsy	-0.2216	0.3158	-0.7018	0.48282	0.793881494
Echocardiographic	RWT	Other	Pollinosis	0.0561	0.2225	0.2522	0.80089	0.935211682
Echocardiographic	RWT	Other	Urolithiasis	0.0606	0.1682	0.3603	0.71864	0.905230282
Echocardiographic	FS	Echocardiographic	EF	0.9963	0.0373	26.6987	4.88E-157	1.27E-154
Echocardiographic	FS	Metabolic disease	T2D	-0.2253	0.0974	-2.3142	0.020658	0.174527277
Echocardiographic	FS	Cardiovascular disease	IS	-0.0665	0.1385	-0.48	0.63126	0.870246692
Echocardiographic	FS	Cardiovascular disease	CeAn	-0.1922	0.1504	-1.2783	0.20116	0.575822261
Echocardiographic	FS	Cardiovascular disease	MI	-0.1431	0.1167	-1.2259	0.22023	0.59890325
Echocardiographic	FS	Cardiovascular disease	PAD	-0.1427	0.1497	-0.9532	0.34048	0.709590037
Echocardiographic	FS	Cardiovascular disease	AF	0.2328	0.1342	1.7343	0.082872	0.380453402
Echocardiographic	FS	Allergic disease	Asthma	-0.2184	0.1341	-1.6291	0.10328	0.421296333
Echocardiographic	FS	Allergic disease	AD	0.2948	0.1814	1.6255	0.10406	0.421841573
Echocardiographic	FS	Autoimmune disease	GD	0.0101	0.1431	0.0707	0.94362	0.985312763
Echocardiographic	FS	Autoimmune disease	RA	0.0053	0.1308	0.0404	0.96779	0.993040417
Echocardiographic	FS	Infectious disease	CHB	-0.3709	0.2884	-1.2859	0.19848	0.572347334
Echocardiographic	FS	Infectious disease	CHC	-0.2432	0.2058	-1.1821	0.23715	0.621190234
Echocardiographic	FS	Hematologic disease	Anemia	-0.0525	0.3159	-0.1663	0.86794	0.959381315
Echocardiographic	FS	Psychiatric disease	BD	0.3238	0.1683	1.9244	0.0543	0.305346869
Echocardiographic	FS	Psychiatric disease	SCZ	0.4823	0.1598	3.0184	0.0025409	0.040612916
Echocardiographic	FS	Musculoskeletal disease	AIS	-0.1644	0.129	-1.2742	0.20258	0.575822261
Echocardiographic	FS	Musculoskeletal	Osteoporosis	-0.6224	0.3949	-1.5763	0.11496	0.439632188
Echocardiographic	FS	Tumor	LuCa	-0.3824	0.307	-1.2455	0.21293	0.587620775
Echocardiographic	FS	Tumor	GaCa	-0.2521	0.1874	-1.3456	0.17842	0.542463292
Echocardiographic	FS	Tumor	EsCa	-0.3618	0.1896	-1.9082	0.056362	0.309122678
Echocardiographic	FS	Tumor	CoCa	0.0796	0.1879	0.4236	0.67186	0.890055399
Echocardiographic	FS	Tumor	PrCa	-0.1555	0.1483	-1.0486	0.29437	0.6696042
Echocardiographic	FS	Tumor	BrCa	-0.0422	0.1898	-0.2222	0.82418	0.941862562
Echocardiographic	FS	Tumor	EnCa	-0.1749	0.3364	-0.52	0.60309	0.862879225
Echocardiographic	FS	Tumor	UF	-0.2487	0.1888	-1.317	0.18782	0.555445913
Echocardiographic	FS	Other	Glaucoma	-0.2297	0.1843	-1.2466	0.21254	0.587317151
Echocardiographic	FS	Other	COPD	-0.2309	0.2191	-1.0538	0.29195	0.669365457
Echocardiographic	FS	Other	Epilepsy	-0.6623	0.3598	-1.8409	0.065638	0.333383149
Echocardiographic	FS	Other	Pollinosis	-0.0835	0.2256	-0.3701	0.71133	0.903018476
Echocardiographic	FS	Other	Urolithiasis	-0.1592	0.1809	-0.8803	0.3787	0.734516691
Echocardiographic	EF	Metabolic disease	T2D	-0.2238	0.0981	-2.2809	0.022554	0.183239552
Echocardiographic	EF	Cardiovascular disease	IS	0.0213	0.139	0.1535	0.87798	0.961994874
Echocardiographic	EF	Cardiovascular disease	CeAn	-0.1793	0.1564	-1.1469	0.25141	0.635585255
Echocardiographic	EF	Cardiovascular disease	MI	-0.1007	0.1152	-0.8742	0.38201	0.736547014
Echocardiographic	EF	Cardiovascular disease	PAD	-0.0979	0.1473	-0.6646	0.5063	0.807276384
Echocardiographic	EF	Cardiovascular disease	AF	0.195	0.1327	1.47	0.14157	0.483849625
Echocardiographic	EF	Allergic disease	Asthma	-0.2076	0.1357	-1.5294	0.12615	0.457410556
Echocardiographic	EF	Allergic disease	AD	0.2799	0.1768	1.5836	0.11328	0.436568605
Echocardiographic	EF	Autoimmune disease	GD	0.0558	0.1422	0.3925	0.69469	0.898045224
Echocardiographic	EF	Autoimmune disease	RA	-0.0482	0.123	-0.392	0.69504	0.898045224
Echocardiographic	EF	Infectious disease	CHB	-0.43	0.2829	-1.5199	0.12853	0.460971188
Echocardiographic	EF	Infectious disease	CHC	-0.2731	0.2039	-1.3393	0.18047	0.546123243
Echocardiographic	EF	Hematologic disease	Anemia	-0.0168	0.3245	-0.0518	0.95872	0.989739083
Echocardiographic	EF	Psychiatric disease	BD	0.126	0.1641	0.7679	0.44256	0.769949591
Echocardiographic	EF	Psychiatric disease	SCZ	0.3321	0.1528	2.1733	0.029761	0.222412359
Echocardiographic	EF	Musculoskeletal disease	AIS	-0.0505	0.1333	-0.3787	0.70494	0.90257998
Echocardiographic	EF	Musculoskeletal	Osteoporosis	-0.2909	0.3172	-0.917	0.35917	0.71906551
